tier,scenario_id,seed,density_scale,cm_alpha_scale,cm_delta_scale,cm_q_scale,actuator_lag_s,actuator_delay_s,sensor_noise_alpha_rad,sensor_noise_q_radps,sensor_noise_theta_rad,initial_alpha_error_rad,initial_q_error_radps,initial_theta_error_rad,external_disturbance_moment_nm,controller,rms_alpha_error_rad,max_alpha_error_rad,rms_pitch_rate_error_radps,control_effort_abs_rad_s,flap_saturation_fraction,flap_rate_saturation_fraction,alpha_violation_count,pitch_rate_violation_count,solver_failure,unstable_response,failure_label,first_alpha_violation_time_s,first_alpha_violation_side,max_alpha_corridor_miss_rad,max_q_corridor_miss_radps,alpha_violation_duration_s,q_violation_duration_s,first_alpha_violation_before_three_updates,mean_solve_time_s,p95_solve_time_s,controlled_recovery,controlled_recovery_max_alpha_miss_rad,controlled_recovery_max_q_miss_radps,oracle_feasible,oracle_near_feasible,oracle_max_alpha_miss_rad,oracle_max_q_miss_radps,raw_applied_flap_gap_mean_rad,raw_applied_flap_gap_max_rad,safety_applied_flap_gap_mean_rad,safety_applied_flap_gap_max_rad,online_minus_oracle_alpha_miss_rad,trajectory_csv,metrics_json
stress,9,10064,1.281899664862359,1.0562693030570327,1.032465990952283,0.8263156380567156,0.3503435486143336,0.5,0.0039973642229913595,0.0017128917307545973,0.0028295231143715465,-0.018142358005888995,0.056068559117104726,-0.03378990511339164,1788.0146016570297,ridge_strict_train_safety,0.08942949498797978,0.11465290560019739,0.05818455531724586,13.656736220814496,0.0,0.037037037037037035,58,0,False,False,alpha_corridor_violation,4.5,high,0.044652905600197385,0.0,29.0,0.0,False,0.0,0.0,False,0.044652905600197385,0.0,False,False,0.041909936170102385,0.0,0.5012652057915821,0.8701558719245727,0.010636142695938398,0.35,0.002742969430094999,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_009/trajectory.csv,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_009/metrics.json
stress,10,10065,0.8110666888451326,0.7751155988563968,0.9953390168674571,0.9949907062933526,0.11269204387241392,0.5,0.00252912219966367,0.00298605263509644,0.007259643633483265,-0.00880268662044514,0.04432937602642151,0.01685082277701181,-6452.231293970599,ridge_strict_train_safety,0.037155906459513034,0.05606018383085254,0.040171683356000826,9.216886092364936,0.0,0.5679012345679012,0,0,False,False,success,,none,0.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,0.0,True,True,0.0,0.0,0.14581432926393276,0.5868343677172084,0.11500227635873583,0.4322821857949861,0.0,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_010/trajectory.csv,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_010/metrics.json
stress,11,10066,0.8553067223387508,0.9882873711081437,1.2051754055603177,1.2398431906970213,0.2359434754068803,1.5,0.005618080174128979,0.0024591399973336293,0.0066085331808780545,-0.0048269381253235565,0.031643640441132125,0.007538369299854642,-3289.503656277946,ridge_strict_train_safety,0.04075149002122847,0.09048628180913673,0.030044873397491803,12.433097242971328,0.0,0.16049382716049382,10,0,False,False,alpha_corridor_violation,35.5,low,0.020486281809136725,0.0,5.0,0.0,False,0.0,0.0,True,0.020486281809136725,0.0,True,True,0.0,0.0,0.25463245326737477,0.620371262395543,0.035969356045957517,0.3324899012766233,0.020486281809136725,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_011/trajectory.csv,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_011/metrics.json
stress,12,10067,1.0723277043759831,1.0812466313241433,0.9873133160902805,0.966772287404146,0.4038597981810853,1.0,0.004263687269015818,0.00123702779198544,0.004575311190917361,-0.007738486820527819,0.024954649928887067,-0.02634981112409618,1735.942860410549,ridge_strict_train_safety,0.045378450575927376,0.08852136020059025,0.0273964190194295,13.48075807726957,0.0,0.037037037037037035,12,0,False,False,alpha_corridor_violation,34.5,low,0.01852136020059024,0.0,6.0,0.0,False,0.0,0.0,True,0.01852136020059024,0.0,False,False,0.029610468770148862,0.0,0.33591194144607606,0.639123807043044,0.014981282042726739,0.35,-0.011089108569558623,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_012/trajectory.csv,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_012/metrics.json
stress,13,10068,1.2006462829456708,0.9613224971500165,1.1284879647047508,0.7151193717774024,0.502395195496711,1.0,0.007003261604978748,0.0016943408619693593,0.0033503407387038774,-0.051250918977091116,0.04409770019211704,-0.03768124639159759,1454.9875102322935,ridge_strict_train_safety,0.04115005692904075,0.06104157550389014,0.04605503842424185,9.55086128085805,0.0,0.1728395061728395,0,0,False,False,success,,none,0.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,0.0,True,True,0.0,0.0,0.09036945753126222,0.3376420485405526,0.0724546286509096,0.3347075440712533,0.0,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_013/trajectory.csv,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_013/metrics.json
stress,14,10069,1.2737712412059983,0.991930242305281,0.875955090285284,0.8339861844328854,0.15509073258232495,1.5,0.0026532375258074086,0.0033694965161910713,0.0029822781378220616,-0.018310600697873786,0.0334655900341603,-0.015277803051998141,5033.200002175625,ridge_strict_train_safety,0.016874499998862272,0.029533702881208684,0.038515160282045234,4.787810009298613,0.0,0.5679012345679012,0,0,False,False,success,,none,0.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,0.0,True,True,0.0,0.0,0.15274065061711453,0.4500246572901145,0.14765527631400807,0.3915017860601847,0.0,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_014/trajectory.csv,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_014/metrics.json
stress,15,10070,0.7718053707541909,1.29493930367975,1.0280508755693276,0.7477313354229682,0.22725038603003705,1.5,0.007973125008183021,0.0011806461663212452,0.0021474539217320567,-0.01175668616160409,0.02838896777635856,0.007283253100302711,4227.261075079509,ridge_strict_train_safety,0.025326626363105533,0.05718218284013052,0.03285104177623382,13.11984300715353,0.0,0.037037037037037035,0,0,False,False,success,,none,0.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,0.0,False,True,0.014103568028270036,0.0,0.08908947043251607,0.4153222474197679,0.028276091182415412,0.35,-0.014103568028270036,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_015/trajectory.csv,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_015/metrics.json
stress,16,10071,0.9683592595680253,1.1081434491104205,0.7837488005866554,1.0560317329961957,0.622374859185464,1.0,0.0034788344784023838,0.0010191417944940785,0.0033566484293072996,-0.025577056233660658,0.05328996632516592,-0.04788197490879479,-2388.0333524534763,ridge_strict_train_safety,0.06795225602899874,0.09611264238173806,0.052170009679181804,13.381098923914498,0.0,0.037037037037037035,37,0,False,False,alpha_corridor_violation,5.5,high,0.02611264238173805,0.0,18.5,0.0,False,0.0,0.0,False,0.02611264238173805,0.0,False,False,0.029601496756134216,0.0,0.24354871624078922,0.7818563230117525,0.019060456788470896,0.35,-0.0034888543743961664,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_016/trajectory.csv,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_016/metrics.json
stress,17,10072,0.8755295136153882,1.1674382533539729,0.601755866814456,0.8705304857647,0.5088030678522094,0.5,0.00316924769798907,0.0030747975409321235,0.004035004019839749,-0.008921181859440304,0.023609889607331222,0.004686267589004223,136.40725027485112,ridge_strict_train_safety,0.056137330170171404,0.10522559906760343,0.02471441520023834,13.63822579567351,0.0,0.037037037037037035,21,0,False,False,alpha_corridor_violation,30.0,low,0.03522559906760342,0.0,10.5,0.0,False,0.0,0.0,False,0.03522559906760342,0.0,False,False,0.0356786865308258,0.0,0.4841134473179364,0.9108284048412211,0.011433373467013966,0.35,-0.0004530874632223819,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_017/trajectory.csv,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_017/metrics.json
stress,18,10073,1.2289362146249683,0.8904853002843562,1.0901480230629623,0.7782260897764129,0.6605211926672429,0.5,0.006724353335653904,0.0009819205024587721,0.00742218125894552,-0.05130484444300084,0.06384102098690674,-0.0024916553066323902,-4094.7255962242434,ridge_strict_train_safety,0.10289281341127163,0.13676158770926722,0.061293309225363954,13.641541023263766,0.0,0.037037037037037035,61,0,False,False,alpha_corridor_violation,4.0,high,0.06676158770926721,0.0,30.5,0.0,False,0.0,0.0,False,0.06676158770926721,0.0,False,False,0.0737314157890098,0.0,0.6826070623158577,1.3377281960114535,0.011011332758919383,0.35,-0.006969828079742585,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_018/trajectory.csv,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_018/metrics.json
stress,19,10074,1.1686194740754903,1.197072184874164,1.315775439579345,1.3899363884744338,0.2764832856885641,0.5,0.005223174260304792,0.002174959482399838,0.0036267500384379574,-0.007336838052661127,0.03820168258892452,-0.00913228959287995,-4049.2724666509357,ridge_strict_train_safety,0.031024890101838648,0.0662328096901626,0.035912896004872,8.705714955722323,0.0,0.2345679012345679,0,0,False,False,success,,none,0.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,0.0,True,True,0.0,0.0,0.13353344698026945,0.3728961366544396,0.06375363873312458,0.31291580608416364,0.0,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_019/trajectory.csv,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_019/metrics.json
stress,20,10075,0.8812884936376777,1.2239901007926093,1.1159296458891712,1.2855229697843973,0.5854907118510863,1.5,0.003226207014192266,0.0018704968294441955,0.005177701407803485,-0.069892627574243,0.04375493692839475,-0.03449184005786885,2659.5947786226443,ridge_strict_train_safety,0.042312407441008004,0.069892627574243,0.0467162189939631,10.673701289216364,0.0,0.07407407407407407,0,0,False,False,success,,none,0.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,0.0,True,True,0.0,0.0,0.09751603429721799,0.3579561551931391,0.0661729343098759,0.35,0.0,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_020/trajectory.csv,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_020/metrics.json
stress,21,10076,1.095706586646958,1.051509144371917,1.0249693040876564,1.2164245040936432,0.4876262972470093,1.5,0.0014391897054722171,0.0029891643613186372,0.006249209971339932,-0.030746906209156436,0.05763738298838999,-0.011072584105835503,2782.028912690412,ridge_strict_train_safety,0.09782505045514343,0.1226321757350318,0.06060676892093316,13.302984649520969,0.0,0.037037037037037035,67,0,False,False,alpha_corridor_violation,4.5,high,0.05263217573503179,0.0,33.5,0.0,False,0.0,0.0,False,0.05263217573503179,0.0,False,False,0.04792194217863688,0.0,0.6773882485720217,1.1039939433582593,0.019370749394543984,0.35,0.0047102335563949105,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_021/trajectory.csv,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_021/metrics.json
stress,22,10077,0.9552074929670727,0.7479706285519162,0.8930510953330396,1.2918532680312296,0.1444616208536915,1.0,0.004001203782674152,0.0009045231331410499,0.004723597453121965,-0.03127441036035443,0.06240095803358317,-0.007822714576914703,5215.6779022646915,ridge_strict_train_safety,0.12446841298750289,0.14824196515915256,0.0674376887519844,13.482499824491635,0.0,0.037037037037037035,74,0,False,False,alpha_corridor_violation,3.5,high,0.07824196515915255,0.0,37.0,0.0,False,0.0,0.0,False,0.07824196515915255,0.0,False,False,0.06839707647691098,0.0,0.9731347001750249,1.2137497594950144,0.014938275938478195,0.35,0.009844888682241565,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_022/trajectory.csv,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_022/metrics.json
stress,23,10078,1.0608583416625799,1.1443157773685213,1.2343940864997367,0.9462675180401711,0.5747736721148857,1.0,0.006694972358792541,0.0023749578871333976,0.00789599313011026,-0.030545782601063387,0.05803086862416189,-0.041761717027675706,4900.988485966242,ridge_strict_train_safety,0.10532967832419472,0.12823724307926587,0.06269175822631036,13.473217385724354,0.0,0.037037037037037035,73,0,False,False,alpha_corridor_violation,4.0,high,0.058237243079265866,0.0,36.5,0.0,False,0.0,0.0,False,0.058237243079265866,0.0,False,False,0.049615341239621635,0.0,0.7391828137265866,1.0939525606750895,0.015167471957423432,0.35,0.00862190183964423,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_023/trajectory.csv,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_023/metrics.json
stress,24,10079,0.8245741425196464,1.119409789340177,0.8514195738511041,0.8169376489088912,0.37690347448805994,1.5,0.003099367871872374,0.0029187517149968454,0.004646544945171574,-0.02437853260458742,0.06311124912565717,-0.004480442747276381,6315.351539672236,ridge_strict_train_safety,0.1309112063756196,0.15379911766960322,0.06901327443288997,13.306318497517983,0.0,0.037037037037037035,74,0,False,False,alpha_corridor_violation,3.5,high,0.08379911766960321,0.0,37.0,0.0,False,0.0,0.0,False,0.08379911766960321,0.0,False,False,0.0717944186274995,0.0,1.0476413577466883,1.4777679474353924,0.01928843216004983,0.35,0.012004699042103717,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_024/trajectory.csv,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_024/metrics.json
stress,25,10080,0.8407982401158711,0.9167424601577376,0.9337384378516862,1.1934744911188138,0.37060610036564845,0.5,0.007154170478902929,0.0022332901865596776,0.004489132843702663,-0.06957983898860363,0.055539643822847914,0.01929752497859846,6174.223173044991,ridge_strict_train_safety,0.09764206595779427,0.11886108363405193,0.061382464884227946,13.65642899189239,0.0,0.037037037037037035,70,0,False,False,alpha_corridor_violation,5.5,high,0.04886108363405192,0.0,35.0,0.0,False,0.0,0.0,False,0.04886108363405192,0.0,False,False,0.03693781135556917,0.0,0.645128928477686,0.9208343357591291,0.010643728595249646,0.35,0.01192327227848275,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_025/trajectory.csv,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_025/metrics.json
stress,26,10081,1.2080646950938145,1.1905295787216925,0.625725032661163,1.177637957583433,0.19882742693306846,1.5,0.0034748622284410005,0.0038156995766484196,0.006839475428014536,-0.009283123188411502,0.05233062942494008,-0.013873133743669608,-6455.619350209719,ridge_strict_train_safety,0.057887689772680176,0.08818040533446636,0.04799169344725145,9.896932948440053,0.0,0.3333333333333333,27,0,False,False,alpha_corridor_violation,5.5,high,0.018180405334466354,0.0,13.5,0.0,False,0.0,0.0,True,0.018180405334466354,0.0,False,False,0.026580888239393224,0.0,0.22912478682383963,0.8093629220952574,0.08799989973452886,0.43013660131901643,-0.00840048290492687,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_026/trajectory.csv,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_026/metrics.json
stress,27,10082,1.0463638868028173,1.0303046107625784,1.0018624335599065,0.9250169208158904,0.4954593936389574,1.0,0.0018735386120460247,0.003519651040181559,0.003353074591719383,-0.05470399900834917,0.022576599382230743,-0.03353036199620355,-1959.08520922275,ridge_strict_train_safety,0.06943062757336906,0.12290598220153884,0.02205912623751513,13.477637715976314,0.0,0.037037037037037035,29,0,False,False,alpha_corridor_violation,26.0,low,0.05290598220153883,0.0,14.5,0.0,False,0.0,0.0,False,0.05290598220153883,0.0,False,False,0.04031962285596376,0.0,0.624991327959824,1.027307472255964,0.015058328000584884,0.35,0.012586359345575074,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_027/trajectory.csv,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_027/metrics.json
stress,28,10083,0.9414267420532418,1.0886835044713135,1.311983112619897,0.7630708861620805,0.13987239840286533,1.0,0.0012868352321833288,0.002322933956244203,0.004786829380271123,-0.055180638364394005,0.032681881321233945,0.03845647404818159,1166.6600286802363,ridge_strict_train_safety,0.025835000247358405,0.057225771330941866,0.03463256727071596,10.996014375656308,0.0,0.2962962962962963,0,0,False,False,success,,none,0.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,0.0,True,True,0.0,0.0,0.1172147672281059,0.34268971256717223,0.07774253836054079,0.34268971256717223,0.0,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_028/trajectory.csv,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_028/metrics.json
stress,29,10084,0.7226008916475201,1.2334865462077331,0.6316720031356039,1.362030763758921,0.5872891189611414,1.0,0.00465879688241293,0.0036309150994771637,0.006927215628781542,-0.0022816826190450584,0.031931584730148975,-0.0053086773896627755,3198.0334754242203,ridge_strict_train_safety,0.020780943987817577,0.04807284787739807,0.035490751918843676,8.905453076915297,0.0,0.30864197530864196,0,0,False,False,success,,none,0.0,0.0,0.0,0.0,False,0.0,0.0,True,0.0,0.0,True,True,0.0,0.0,0.1587426878032234,0.5478779391427628,0.11482398086676535,0.35,0.0,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_029/trajectory.csv,outputs/phase20_full_oracle_imitation_staged/ridge_strict_train_safety/stress/scenario_029/metrics.json
